id,text,label,source,domain,topic_id,topic,prompt,word_count,sentence_count,avg_sentence_length,std_sentence_length,token_count,needs_manual_review,sentence_length_std,split,original_id,generation_model,style_condition,source_model,generation_temperature,perplexity,burstiness,article_url,source_name
human_wiki_002_chunk1,"The project was responsible for developing the specific means of delivering the weapons onto military targets, and for the use of the Little Boy and Fat Man bombs in the atomic bombings of Hiroshima and Nagasaki in August 1945. The project was also charged with gathering intelligence on the German nuclear weapon project. Through Operation Alsos, Manhattan Project personnel served in Europe, sometimes behind enemy lines, where they gathered nuclear materials and documents and rounded up German scientists. Despite the Manhattan Project's own emphasis on security, Soviet atomic spies penetrated the program. In the immediate postwar years, the Manhattan Project conducted weapons testing at Bikini Atoll as part of Operation Crossroads, developed new weapons, promoted the development of the network of national laboratories, supported medical research into radiology, and laid the foundations for the nuclear navy. It maintained control over American atomic weapons research and production until the formation of the United States Atomic Energy Commission (AEC) in January 1947. Origins
Uranium Committee
The discovery of nuclear fission by Otto Hahn and Fritz Strassmann in 1938, and its theoretical explanation by Lise Meitner and Otto Frisch, made an atomic bomb using uranium theoretically possible. There were fears that a German atomic bomb project would develop one first. In August 1939, Leo Szilard and Eugene Wigner drafted the Einstein–Szilard letter, which warned of the potential development of ""extremely powerful bombs of a new type"". It urged the United States to acquire stockpiles of uranium ore and accelerate the research of Enrico Fermi and others into nuclear chain reactions. They had it signed by Albert Einstein and delivered to President Franklin D. Roosevelt. Roosevelt called on Lyman Briggs to head an Advisory Committee on Uranium; Briggs met with Szilard, Wigner and Edward Teller in October 1939. The committee reported back to Roosevelt in November that uranium ""would provide a possible source of bombs with a destructiveness vastly greater than anything now known.""",0,human,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",320,13,24.62,,358,False,9.9,train,human_wiki_002_chunk1,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Manhattan_Project,Wikipedia
human_wiki_002_chunk5,"The proposal recommended that new sites for research and production be selected, that production priorities be established, and that the entire project be put under strict security regulations. On 17 June 1942, President Roosevelt approved the recommendations. Organization
Manhattan District
The Chief of Engineers, Major General Eugene Reybold, selected Colonel James C. Marshall to head the Army's part of the project in June 1942. Marshall created a liaison office in Washington, D.C., but established his temporary headquarters at 270 Broadway in New York, where he could draw on administrative support from the Corps of Engineers' North Atlantic Division. It was close to the Manhattan office of Stone & Webster, the principal project contractor, and to Columbia University. He had permission to draw on his former command, the Syracuse District, for staff, and he started with Lieutenant Colonel Kenneth Nichols, who became his deputy. Because most of his task involved construction, Marshall worked in cooperation with the head of the Corps of Engineers Construction Division, Major General Thomas M. Robins, and his deputy, Colonel Leslie Groves. Reybold, Somervell, and Styer decided to call the project ""Development of Substitute Materials"", but Groves felt that this would draw attention. Since engineer districts normally carried the name of the city where they were located, Marshall and Groves agreed to name the Army's component the Manhattan District; Reybold officially created this district on 13 August. Informally, it was known as the Manhattan Engineer District, or MED. Unlike other districts, it had no geographic boundaries, and Marshall had the authority of a division engineer. Development of Substitute Materials remained as the official codename of the project as a whole but was supplanted over time by ""Manhattan"". Marshall later conceded that, ""I had never heard of atomic fission but I did know that you could not build much of a plant, much less four of them for $90 million.""",0,human,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",312,13,23.69,,364,False,8.21,train,human_wiki_002_chunk5,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Manhattan_Project,Wikipedia
human_wiki_002_chunk4,"He agreed to coordinate the effort with the British and on 11 October sent a message to Prime Minister Winston Churchill, suggesting that they correspond on atomic matters. Bush had, by this point, already begun expanding and altering the leadership of the OSRD Section on Uranium, retaining Briggs as chairman but adding and elevating other personnel. The section itself was renamed to Section S-1. S-1 Committee
The S-1 Committee meeting on 18 December 1941 was ""pervaded by an atmosphere of enthusiasm and urgency"" in the wake of the attack on Pearl Harbor and the United States declaration of war on Japan and on Germany. Work was proceeding on three techniques for isotope separation: Lawrence and his team at the University of California investigated electromagnetic separation, Eger Murphree and Jesse Wakefield Beams's team looked into gaseous diffusion at Columbia University, and Philip Abelson directed research into thermal diffusion at the Carnegie Institution of Washington and later the Naval Research Laboratory. Murphree was also supervisor of a separation project, directed by Beams, investigating the use of gas centrifuges. Meanwhile, there were two lines of investigation into nuclear reactor technology, with different neutron moderators: Harold Urey researched heavy water reactors at Columbia, while Arthur Compton organized the Metallurgical Laboratory at the University of Chicago in early 1942 to study plutonium and reactors moderated by graphite. The S-1 Committee recommended pursuing all five technologies simultaneously. This was approved by Bush, Conant, and Brigadier General Wilhelm D. Styer, who had been designated the Army's representative on nuclear matters. Bush and Conant then took the recommendation to the Top Policy Group with a budget proposal for $54 million for construction by the United States Army Corps of Engineers, $31 million for research and development by OSRD and $5 million for contingencies in fiscal year 1943. They cited the fear of a German atomic bomb as a justification.",0,human,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",311,11,27.82,,346,False,16.56,train,human_wiki_002_chunk4,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Manhattan_Project,Wikipedia
human_wiki_002_chunk2,"In February 1940, the U.S. Navy awarded Columbia University $6,000, most of which Fermi and Szilard spent on graphite. A team of Columbia professors including Fermi, Szilard, Eugene T. Booth and John Dunning created the first nuclear fission reaction in the Americas, verifying the work of Hahn and Strassmann. The same team subsequently built a series of prototype nuclear reactors (or ""piles"" as Fermi called them) in Pupin Hall at Columbia but were not yet able to achieve a chain reaction. The work of Briggs' committee was seen as insufficiently urgent by some of the scientists who were familiar with it. Karl T. Compton complained in early 1941:

As I analyze the situation, Briggs, who is by nature slow, conservative, methodical and accustomed to operate at peace-time government bureau tempo, has been following a policy consistent with these qualities and still further inhibited by the requirement of secrecy. . . . Considered as an element of the present war emergency, speed in attaining the objective is certainly more important than excessive secrecy, as would be abundantly evident if the German scientists should actually get some of the applications into use. When the National Defense Research Committee (NDRC) was formed on 27 June 1940 to coordinate scientific research, the Advisory Committee on Uranium was absorbed into the organization. On 28 June 1941, Roosevelt signed Executive Order 8807, which created the Office of Scientific Research and Development (OSRD), under director Vannevar Bush. The office was empowered to engage in research and large engineering projects, and was immediately converted into the OSRD Section on Uranium. In July 1941, Briggs proposed spending $167,000 on researching uranium, particularly the uranium-235 isotope, and plutonium, which had been isolated for the first time at the University of California in February 1941. The work, however, was still being conducted at a relatively small scale and scope, as Bush and other administrators were still skeptical that the work could achieve quick success.",0,human,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",323,14,22.36,,370,False,14.1,train,human_wiki_002_chunk2,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Manhattan_Project,Wikipedia
ai_wiki_002_style0,"The Manhattan Project was a research and development undertaking during World War II that produced the first nuclear weapons. It was led by the United States with the support of the United Kingdom and Canada. The project began in earnest in 1942 and continued until 1945, culminating in the deployment of atomic bombs against Japan. The initiative was launched in response to concerns that Nazi Germany might develop nuclear weapons, spurred by the discovery of nuclear fission in uranium by physicists Otto Hahn and Fritz Strassmann in 1938. The project was characterized by its large-scale collaborative effort among scientists, engineers, and military personnel. It brought together some of the most prominent scientific minds of the time, including J. Robert Oppenheimer, Enrico Fermi, and Richard Feynman. The work was conducted at several key sites, most notably Los Alamos Laboratory in New Mexico, Oak Ridge National Laboratory in Tennessee, and the Hanford Site in Washington. Each location specialized in different aspects of the project, such as uranium enrichment and plutonium production. A major concept underpinning the Manhattan Project was the development of a nuclear chain reaction. Scientists sought to harness the energy released during fission to create an explosive device. Two types of bombs were designed: a uranium-based bomb, known as ""Little Boy,"" and a plutonium-based bomb, called ""Fat Man."" The former relied on the isotope uranium-235, while the latter utilized plutonium-239. The successful detonation of these bombs required extensive experimentation and engineering to ensure that the necessary conditions for a rapid chain reaction could be achieved. The Manhattan Project had significant implications, both during and after the war. The successful testing of the first atomic bomb in July 1945 at the Trinity site in New Mexico marked a pivotal moment in military technology and warfare. Following the test, the United States dropped atomic bombs on the Japanese cities of Hiroshima and Nagasaki in August 1945, leading to Japan's surrender and the end of World War II. This action raised ethical questions regarding the use of nuclear weapons and their humanitarian impact. In the post-war period, the Manhattan Project laid the groundwork for the atomic age, influencing international relations, military strategy, and scientific research. The project not only demonstrated the potential of nuclear energy for both destructive and constructive purposes but also spurred the subsequent arms race during the Cold War. The legacy of the Manhattan Project continues to shape discussions around nuclear proliferation, energy policy, and the moral considerations of scientific advancements. Its historical significance is reflected in the ongoing debates about the role of nuclear weapons in global security and the ethical responsibilities of scientists and governments in the pursuit of technological progress.",1,ai,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",443,21,20.76,,494,,6.85,train,ai_wiki_002_style0,llm,neutral academic style,gpt-4o-mini,0.7,-1.0,-1.0,,
ai_wiki_002_style2,"The Manhattan Project was a research and development initiative during World War II that resulted in the creation of the first nuclear weapons. This top-secret project was undertaken by the United States with the support of the United Kingdom and Canada, and it was named after the Manhattan District of the U.S. Army Corps of Engineers, which was initially responsible for its administration. The project commenced in 1942, driven by concerns that Nazi Germany was developing atomic weaponry, and it culminated in the deployment of atomic bombs in 1945. The project brought together some of the brightest scientific minds of the time, including physicists such as J. Robert Oppenheimer, Enrico Fermi, and Richard Feynman. The collective expertise of these scientists, along with thousands of engineers and military personnel, was pivotal in advancing the theoretical and practical aspects of nuclear fission. Central to the Manhattan Project was the understanding of nuclear fission, a process in which an atomic nucleus splits into two or more smaller nuclei, releasing a significant amount of energy. This principle was harnessed to develop two types of atomic bombs: a uranium-based bomb known as ""Little Boy"" and a plutonium-based bomb referred to as ""Fat Man."" The project was characterized by its unprecedented scale and complexity, involving numerous facilities across the United States. Key sites included the Los Alamos Laboratory in New Mexico, which served as the project's primary research and design center; Oak Ridge, Tennessee, where uranium enrichment processes were developed; and Hanford, Washington, where plutonium was produced. The collaboration between scientists and military officials was instrumental in overcoming numerous technical challenges, including the production of fissile materials and the design of explosive mechanisms capable of achieving a nuclear chain reaction. The culmination of the Manhattan Project occurred in July 1945, with the successful testing of the first atomic bomb in a remote area of New Mexico, an event known as the Trinity Test. Following this test, the United States dropped atomic bombs on the Japanese cities of Hiroshima and Nagasaki in August 1945, leading to Japan's surrender and the end of World War II. The use of atomic weapons not only marked a significant turning point in military history but also raised profound ethical and moral questions regarding warfare. The historical significance of the Manhattan Project extends beyond its immediate military impact. It ushered in the nuclear age, fundamentally altering international relations and the geopolitical landscape. The project established the United States as a dominant nuclear power and stimulated an arms race during the Cold War, influencing global politics for decades. Furthermore, the scientific advancements achieved during the project laid the groundwork for various applications of nuclear technology, including nuclear energy, medical applications, and research in particle physics. The legacy of the Manhattan Project continues to be a subject of study and debate, reflecting on both its contributions to science and its implications for humanity.",1,ai,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",479,18,26.33,,535,,6.87,train,ai_wiki_002_style2,llm,formal academic style,gpt-4o-mini,0.7,-1.0,-1.0,,
ai_wiki_002_style4,"The Manhattan Project was a pivotal research and development initiative during World War II, primarily tasked with the creation of atomic weapons. Initiated in 1942, this secret endeavor was a response to fears that Nazi Germany was developing its own nuclear arsenal. The project brought together some of the brightest scientific minds of the era, including physicists such as J. Robert Oppenheimer, Enrico Fermi, and Richard Feynman, who worked collaboratively at various sites across the United States, most notably in Los Alamos, New Mexico. At its core, the Manhattan Project sought to harness the principles of nuclear fission, a process where the nucleus of an atom splits into smaller parts, releasing a tremendous amount of energy. The scientists involved conducted extensive research into uranium and plutonium, two elements that could sustain a rapid chain reaction, which is essential for an atomic explosion. The project was marked by significant advancements in theoretical and applied physics, as well as engineering, leading to the development of two types of atomic bombs: one based on uranium-235, known as ""Little Boy,"" and another based on plutonium-239, called ""Fat Man."" The magnitude of the Manhattan Project necessitated the establishment of multiple research facilities across the country. The Oak Ridge National Laboratory in Tennessee played a crucial role in uranium enrichment, while the Hanford Site in Washington State was instrumental in producing plutonium. The complexity of the project required not only scientific expertise but also logistical coordination, as vast amounts of resources, funding, and personnel were mobilized to achieve the project's objectives. With an estimated cost of nearly $2 billion at the time, the Manhattan Project was one of the most expensive and ambitious scientific endeavors ever undertaken. The culmination of the Manhattan Project occurred in 1945 when the first successful test of an atomic bomb, known as the Trinity Test, took place in the New Mexico desert. Following this monumental achievement, the United States dropped atomic bombs on the Japanese cities of Hiroshima and Nagasaki in August 1945. These bombings played a significant role in hastening the end of World War II, marking a profound turning point in global military strategy and international relations. The historical significance of the Manhattan Project extends beyond its immediate military applications. It marked the dawn of the atomic age, fundamentally altering the landscape of warfare and diplomacy. The ethical implications of nuclear weapons, as well as the potential for catastrophic consequences, have spurred ongoing debates about arms control and non-proliferation. Additionally, the scientific advancements made during the project have had lasting impacts on various fields, including medicine and energy. The legacy of the Manhattan Project continues to shape discussions on nuclear technology and its responsible use in contemporary society.",1,ai,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",449,18,24.72,,506,,7.67,train,ai_wiki_002_style4,llm,high sentence variation style,gpt-4o-mini,0.7,-1.0,-1.0,,
ai_wiki_002_style1,"The Manhattan Project was a significant research and development endeavor during World War II that aimed to produce the first nuclear weapons. Initiated in 1942, the project was a response to fears that Nazi Germany might develop atomic weapons. The United States, alongside the United Kingdom and Canada, mobilized extensive resources and scientific expertise to explore the possibilities of nuclear fission as a viable weapon. The project was named after the Manhattan District of the U.S. Army Corps of Engineers, which oversaw its operations. Key scientific figures involved included physicists such as J. Robert Oppenheimer, Enrico Fermi, and Richard Feynman, among others. The collaboration brought together many of the brightest minds of the time, including émigrés from Europe who had fled the rise of fascism. The project was conducted in multiple locations, with major sites established in Los Alamos, New Mexico; Oak Ridge, Tennessee; and Hanford, Washington. Each site played a specialized role, from uranium enrichment to plutonium production. At Los Alamos, scientists worked on theoretical calculations and engineering designs for the bombs. The site became the central hub where the design and assembly of the bombs took place. A key concept in the Manhattan Project was the use of nuclear fission, the process of splitting atomic nuclei to release vast amounts of energy. The project focused primarily on two types of atomic bombs: one based on uranium-235 and another on plutonium-239. The uranium bomb, known as ""Little Boy,"" was ultimately dropped on Hiroshima, Japan, on August 6, 1945. The plutonium bomb, referred to as ""Fat Man,"" was dropped on Nagasaki three days later, on August 9, 1945. The successful detonation of these bombs not only marked a pivotal moment in military history but also ushered in the nuclear age. The bombings of Hiroshima and Nagasaki resulted in massive destruction and loss of life, leading to Japan's surrender and the end of World War II. However, the ethical implications of using such weapons sparked extensive debate and controversy that continues to this day. The Manhattan Project also had lasting implications for the post-war world, shaping international relations and initiating an arms race during the Cold War. The scientific advancements achieved during the project laid the groundwork for future developments in nuclear energy and medicine, showcasing both the potential benefits and dangers of nuclear technology. As such, the Manhattan Project is not only a pivotal chapter in the history of warfare but also a significant event that influenced the trajectory of the 20th century and beyond.",1,ai,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",415,20,20.5,,472,,4.92,train,ai_wiki_002_style1,llm,natural undergraduate student style,gpt-4o-mini,0.7,-1.0,-1.0,,
ai_wiki_002_style3,"The Manhattan Project was a pivotal research and development initiative during World War II that aimed to produce the first nuclear weapons. This secret project began in response to fears that Nazi Germany was working on similar weapons, which prompted the United States to accelerate its own atomic research. The initiative officially began in 1942 and was led by the U.S. government, with significant contributions from the United Kingdom and Canada as part of the Allied effort. The project was named after the Manhattan Engineer District of the U.S. Army Corps of Engineers, which oversaw its operations. It involved numerous scientists, engineers, and military personnel, including prominent figures such as J. Robert Oppenheimer, who became known as the scientific director. The project brought together some of the brightest minds of the time, including physicists like Enrico Fermi and Richard Feynman, many of whom fled Europe to escape the war and its associated dangers. One of the major concepts behind the Manhattan Project was the realization that nuclear fission could be harnessed to release massive amounts of energy. Scientists discovered that when the nucleus of certain heavy atoms, such as uranium-235 and plutonium-239, was split, it released energy that could be used to create a powerful explosion. The project focused on two primary approaches to develop a viable atomic bomb: the uranium enrichment process and the plutonium production process. To achieve these goals, several facilities were constructed across the United States. The most notable of these were located in Los Alamos, New Mexico; Oak Ridge, Tennessee; and Hanford, Washington. Los Alamos served as the central laboratory where the design and assembly of the bomb took place. Oak Ridge was primarily responsible for uranium enrichment through methods such as gaseous diffusion and electromagnetic separation. Meanwhile, Hanford was tasked with producing plutonium through a series of nuclear reactors. The culmination of the Manhattan Project occurred in July 1945, when the first successful test of an atomic bomb, known as the Trinity Test, was conducted in the New Mexico desert. This event marked a significant milestone in scientific and military history, demonstrating the feasibility of a nuclear weapon. Shortly thereafter, in August 1945, the United States dropped two atomic bombs on the Japanese cities of Hiroshima and Nagasaki. These bombings played a crucial role in Japan's surrender and the conclusion of World War II, forever altering the landscape of international relations and military strategy. The Manhattan Project not only led to the development of nuclear weapons but also had far-reaching implications for science, technology, and politics. It initiated the atomic age and sparked discussions about nuclear energy, ethics, and the potential for future conflicts involving such powerful weapons. The legacy of the Manhattan Project continues to influence contemporary debates surrounding nuclear proliferation and the role of science in warfare.",1,ai,wikipedia,wiki_002,The Manhattan Project,"Write an informational article about 'The Manhattan Project'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",465,21,21.86,,518,,5.36,train,ai_wiki_002_style3,llm,slightly casual academic style,gpt-4o-mini,0.7,-1.0,-1.0,,
human_wiki_003_chunk5,"In addition, this creates a proton gradient (energy gradient) across the chloroplast membrane, which is used by ATP synthase in the synthesis of ATP. The chlorophyll molecule ultimately regains the electron it lost when a water molecule is split in a process called photolysis, which releases oxygen. The overall equation for the light-dependent reactions under the conditions of non-cyclic electron flow in green plants is:

Not all wavelengths of light can support photosynthesis. The photosynthetic action spectrum depends on the type of accessory pigments present. For example, in green plants, the action spectrum resembles the absorption spectrum for chlorophylls and carotenoids with absorption peaks in violet-blue and red light. In red algae, the action spectrum is blue-green light, which allows these algae to use the blue end of the spectrum to grow in the deeper waters that filter out the longer wavelengths (red light) used by above-ground green plants. The non-absorbed part of the light spectrum is what gives photosynthetic organisms their color (e.g., green plants, red algae, purple bacteria) and is the least effective for photosynthesis in the respective organisms. Z scheme
In plants, light-dependent reactions occur in the thylakoid membranes of the chloroplasts where they drive the synthesis of ATP and NADPH. The light-dependent reactions are of two forms: cyclic and non-cyclic. In the non-cyclic reaction, the photons are captured in the light-harvesting antenna complexes of photosystem II by chlorophyll and other accessory pigments (see diagram ""Z-scheme""). The absorption of a photon by the antenna complex loosens an electron by a process called photoinduced charge separation. The antenna system is at the core of the chlorophyll molecule of the photosystem II reaction center. That loosened electron is taken up by the primary electron-acceptor molecule, pheophytin. As the electrons are shuttled through an electron transport chain (the so-called Z-scheme shown in the diagram), a chemiosmotic potential is generated by pumping proton cations (H+) across the membrane and into the thylakoid space.",0,human,wikipedia,wiki_003,Photosynthesis,"Write an informational article about 'Photosynthesis'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",322,14,21.79,,366,False,8.23,train,human_wiki_003_chunk5,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Photosynthesis,Wikipedia
human_wiki_003_chunk6,"An ATP synthase enzyme uses that chemiosmotic potential to make ATP during photophosphorylation, whereas NADPH is a product of the terminal redox reaction in the Z-scheme. The electron enters a chlorophyll molecule in Photosystem I. There it is further excited by the light absorbed by that photosystem. The electron is then passed along a chain of electron acceptors to which it transfers some of its energy. The energy delivered to the electron acceptors is used to move hydrogen ions across the thylakoid membrane into the lumen. The electron is eventually used to reduce the coenzyme NADP with an H+ to NADPH (which has functions in the light-independent reaction); at that point, the path of that electron ends. The cyclic reaction is similar to that of the non-cyclic but differs in that it generates only ATP, and no reduced NADP (NADPH) is created. The cyclic reaction takes place only at photosystem I. Once the electron is displaced from the photosystem, the electron is passed down the electron acceptor molecules and returns to photosystem I, from where it was emitted, hence the name cyclic reaction. Water photolysis
Linear electron transport through a photosystem will leave the reaction center of that photosystem oxidized. Elevating another electron will first require re-reduction of the reaction center. The excited electrons lost from the reaction center (P700) of photosystem I are replaced by transfer from plastocyanin, whose electrons come from electron transport through photosystem II. Photosystem II, as the first step of the Z-scheme, requires an external source of electrons to reduce its oxidized chlorophyll a reaction center. The source of electrons for photosynthesis in green plants and cyanobacteria is water. Two water molecules are oxidized by the energy of four successive charge-separation reactions of photosystem II to yield a molecule of diatomic oxygen and four hydrogen ions. The electrons yielded are transferred to a redox-active tyrosine residue that is oxidized by the energy of P680+.",0,human,wikipedia,wiki_003,Photosynthesis,"Write an informational article about 'Photosynthesis'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",319,16,19.38,,351,False,7.44,train,human_wiki_003_chunk6,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Photosynthesis,Wikipedia
human_wiki_003_chunk4,"The thylakoid itself is enclosed by the thylakoid membrane, and within the enclosed volume is a lumen or thylakoid space. Embedded in the thylakoid membrane are integral and peripheral membrane protein complexes of the photosynthetic system. Plants absorb light primarily using the pigment chlorophyll. The green part of the light spectrum is not absorbed but is reflected, which is the reason that most plants have a green color. Besides chlorophyll, plants also use pigments such as carotenes and xanthophylls. Algae also use chlorophyll, but various other pigments are present, such as phycocyanin, carotenes, and xanthophylls in green algae, phycoerythrin in red algae (rhodophytes) and fucoxanthin in brown algae and diatoms resulting in a wide variety of colors. These pigments are embedded in plants and algae in complexes called antenna proteins. In such proteins, the pigments are arranged to work together. Such a combination of proteins is also called a light-harvesting complex. Although all cells in the green parts of a plant have chloroplasts, the majority of those are found in specially adapted structures called leaves. Certain species adapted to conditions of strong sunlight and aridity, such as many Euphorbia and cactus species, have their main photosynthetic organs in their stems. The cells in the interior tissues of a leaf, called the mesophyll, can contain between 450,000 and 800,000 chloroplasts for every square millimeter of leaf. The surface of the leaf is coated with a water-resistant waxy cuticle that protects the leaf from excessive evaporation of water and decreases the absorption of ultraviolet or blue light to minimize heating. The transparent epidermis layer allows light to pass through to the palisade mesophyll cells where most of the photosynthesis takes place. Light-dependent reactions
In the light-dependent reactions, one molecule of the pigment chlorophyll absorbs one photon and loses one electron. This electron is taken up by a modified form of chlorophyll called pheophytin, which passes the electron to a quinone molecule, starting the flow of electrons down an electron transport chain that leads to the ultimate reduction of NADP to NADPH.",0,human,wikipedia,wiki_003,Photosynthesis,"Write an informational article about 'Photosynthesis'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",339,16,20.81,,374,False,9.88,train,human_wiki_003_chunk4,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Photosynthesis,Wikipedia
human_wiki_003_chunk7,"This resets the ability of P680 to absorb another photon and release another photo-dissociated electron. The oxidation of water is catalyzed in photosystem II by a redox-active structure that contains four manganese ions and a calcium ion; this oxygen-evolving complex binds two water molecules and contains the four oxidizing equivalents that are used to drive the water-oxidizing reaction (Kok's S-state diagrams). The hydrogen ions are released in the thylakoid lumen and therefore contribute to the transmembrane chemiosmotic potential that leads to ATP synthesis. Oxygen is a waste product of light-dependent reactions, but the majority of organisms on Earth use oxygen and its energy for cellular respiration, including photosynthetic organisms. Light-independent reactions
Calvin cycle
In the light-independent (or ""dark"") reactions, the enzyme RuBisCO captures CO2 from the atmosphere and, in a process called the Calvin cycle, uses the newly formed NADPH and releases three-carbon sugars, which are later combined to form sucrose and starch. The overall equation for the light-independent reactions in green plants is

Carbon fixation produces the three-carbon sugar intermediate, which is then converted into the final carbohydrate products. The simple carbon sugars photosynthesis produces are then used to form other organic compounds, such as the building material cellulose, the precursors for lipid and amino acid biosynthesis, or as a fuel in cellular respiration. The latter occurs not only in plants but also in animals when the carbon and energy from plants is passed through a food chain. The fixation or reduction of carbon dioxide is a process in which carbon dioxide combines with a five-carbon sugar, ribulose 1,5-bisphosphate, to yield two molecules of a three-carbon compound, glycerate 3-phosphate, also known as 3-phosphoglycerate. Glycerate 3-phosphate, in the presence of ATP and NADPH produced during the light-dependent stages, is reduced to glyceraldehyde 3-phosphate. This product is also referred to as 3-phosphoglyceraldehyde (PGAL) or, more generically, as triose phosphate. Most (five out of six molecules) of the glyceraldehyde 3-phosphate produced are used to regenerate ribulose 1,5-bisphosphate so the process can continue.",0,human,wikipedia,wiki_003,Photosynthesis,"Write an informational article about 'Photosynthesis'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",330,12,25.67,,372,False,9.64,train,human_wiki_003_chunk7,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Photosynthesis,Wikipedia
human_wiki_003_chunk1,"In cyanobacteria, they are embedded in the plasma membrane. In these light-dependent reactions, some energy is used to strip electrons from suitable substances, such as water, producing oxygen gas. The hydrogen freed by the splitting of water is used in the creation of two important molecules that participate in energetic processes: reduced nicotinamide adenine dinucleotide phosphate (NADPH) and ATP. In plants, algae, and cyanobacteria, sugars are synthesized by a subsequent sequence of light-independent reactions called the Calvin cycle. In this process, atmospheric carbon dioxide is incorporated into already existing organic compounds, such as ribulose bisphosphate (RuBP). Using the ATP and NADPH produced by the light-dependent reactions, the resulting compounds are then reduced and removed to form further carbohydrates, such as glucose. In other bacteria, different mechanisms like the reverse Krebs cycle are used to achieve the same end. The first photosynthetic organisms probably evolved early in the evolutionary history of life using reducing agents such as hydrogen or hydrogen sulfide, rather than water, as sources of electrons. Cyanobacteria appeared later; the excess oxygen they produced contributed directly to the oxygenation of the Earth, which rendered the evolution of complex life possible. The average rate of energy captured by global photosynthesis is approximately 130 terawatts, which is about eight times the total power consumption of human civilization. Photosynthetic organisms also convert around 100–115 billion tons (91–104 Pg petagrams, or billions of metric tons), of carbon into biomass per year. Photosynthesis was discovered in 1779 by Jan Ingenhousz who showed that plants need light, not just soil and water. Overview
Most photosynthetic organisms are photoautotrophs, which means that they are able to synthesize food directly from carbon dioxide and water using energy from light. However, not all organisms use carbon dioxide as a source of carbon atoms to carry out photosynthesis; photoheterotrophs use organic compounds, rather than carbon dioxide, as a source of carbon.",0,human,wikipedia,wiki_003,Photosynthesis,"Write an informational article about 'Photosynthesis'. Provide a comprehensive and neutral overview, including its definition, background, major concepts, mechanisms, applications, or historical significance where relevant.",312,14,22.21,,362,False,5.89,train,human_wiki_003_chunk1,human,human_written,human,-1.0,-1.0,-1.0,https://en.wikipedia.org/wiki/Photosynthesis,Wikipedia
