id,text,label,source,domain,topic_id,topic,prompt,word_count,sentence_count,avg_sentence_length,std_sentence_length,token_count,needs_manual_review
human_essay_040_essay3,"I have never liked Government intervention on decisions that should be left up to the people who feel the effect of mandate. However, Government intervention on limiting the amount of car usage may prove to be a genuinely good cause. It may prove to accomplish what Government was first formed to do help shape the world to make it a better place to coexist, not only with each other, but with the whole Earth.

At fist, it may seem a little crazy in our day and age to actually reverse the climb of our use of technology and innovation, like vehicles. After all, isn't that what we're supposed to do? Isn't it natural to constantly evolve as time passes? Well, cars aren't natural, and they destroy what is.

We are facing dangerous pollution ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city"" Source 2, 10. This is alarming to me and many people who care for the Earth. Every day, we're facing new headlines of negativity, and although whether Kim kardashians dress fits or not is upsetting, I think we need to focus on more important things and expell the negativity we're always bashed with. We could be developing things that will really make an impact, like new breakthrough sciences on space, medical sciences, and so much more. Instead, ""All of our development since World War II has been centered on the car, and that will have to change"" Source 1, 7.

But, there is hope in all this. Already, we're seeing improvements. ""The number of miles driven in the United States peaked in 2005 and dropped steadily thereafter, according to an analysis by Doug Short of Advisor Perspectives, an investment research company"" Source 4, 32. Maybe reversing the climb of our use of cars isn't so hard after all we can hit the ground running.

A reduction in the ownership of cars has also shown a surprising improvement of psychological wellbeing. In Vauban, Germany, they have almost completely cut out automobile use in their community. ""'When I had a car I was always tense. I'm much happier this way,' said Heidrun Walter, a media trainer and mother of two, as she walked verdant streets where the swish of bicycles and the chatter of wandering children drown out the occasional distant motor"" Source 1, 3. It sounds like people can be much happier without the constant buzz of cars coming and going. The mention of children also makes me think that it would be a much safer environment to raise children without the stress of parents having to worry if their children would be safe with so many cars about. I think everyone remembers their parents telling them time and time again to look both ways before crossing, and then double check, and then hold their hand, and watch out for rightturning traffic. A reduction in automobile use, in this case, is directly related to the stress parents have over their children when doing something so simple as crossing the street.

In addition, a reduction in automobile use and ownership gives the local Government something more beneficial to focus on, rather than spending millions on repaving roads ""Parks and sports centers also have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks rushhour restrictions have dramatically cut traffic and new restaurants and upscale shopping districts have cropped up"" Source 3, 28. With this change, local Government can focus on really improving the standard of living more job openings with more buisinesses, easier travel despite what one might think during rushhour, and a higher level of general safety with less danger of car accidents.

All in all, I think it will be a hard transition to go through if Government does plan to get involved in the reduction of car usage. It's easy to make bad habits, but it's hard to break them. However, if we do succeed, we will see a huge improvement on the environment and the standard of living, and it will be really worth it. These are not views or opinions these are facts.",0,human_kaggle,essay,essay_040,Four-Day School Week,"Write an argumentative essay on 'Four-Day School Week'.\n\nYour essay should:\n- Discuss the following aspects: student burnout, childcare burdens for parents, district budget savings, academic performance\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",691,30,23.03,,792,False
human_essay_040_essay4,"A growing trend in day to day life that is occurring around the world is ""carfree"" day. Carfree day has spread in cities and towns around Europe and the Americas to separate suburban life from automobile use. This is beneficial in many ways to the growth, forward movement, and health of towns. So far Europe, Asia, and the Americas have given up car usage for a day, and even given up car usage entirely.

Different cities practice carfree day differently. In Paris, the nearrecord pollution was at its height. The city participated in carfree day by enforcing a partial driving ban and making people with even numbered license plates leave their cars at home. The following day, the odd numbered license plates were confined to home. Any person who didn't follow guidelines and conduct was fined. The congestion of smog in the capital of France decreased by sixty percent. Paris typically has more smog than other European capitals, like Brussels and London. By participating in the carfree day, Paris was able to contribute to cutting down the greenhouse gas emissions and temporarily fix a few environmental concerns in Paris. Even though they had some effective results, Paris wasn't the only city that participated in the trend.

Across the Atlantic ocean in Bogota, the program allowed Colombians of Bogota to hike, bike, skate, or take public transportation to work. The carfree day left the normally busy, full and loud streets devoid of traffic jams. The goal to promote alternative transportation and reduce smog was enforced by minor fines. Despite the fact that rain showers were common, it did not stop the people from participating. The people of he town viewed it as a day of taking away stress and lowering ar pollution. The day without cars has been part of an improvement campaign since the mid 1990s, and has since been practiced at least one day out of the year. Authorities from countries all around the world have gone to the event and were impressed and some were inspired. Even other cities that are in colombia have joined the event like Cali and Valledupar.

Back in Europe, the city of Vauban, Germany, has taken place in a permanent carband. Street parking, driveways, and home garages are nearly forbidden in the experimental and new district of Freiburg. While car ownership is allowed, there are only two places to park. People that live there generally like the way of life in Vauban. Many of them sold their cars just to move there in the first place. The overall feeling of living in a city free of cars seems to lift stress of the people that live there. Therefore, the people are happier and more productive. Vauban is known as the most advanced experiment in attmepts to make suburbs more compact and have a minut number of vehicles. Supermarkets and stores as a result have been moved to a closer distance so that they could be walking distance away. Our development as people over the past century hads been based on the car, and Vauban goes completely against the idea that progress is based off of the car.

Even in America, Obama is ambitious to change the amount of the United States pollution. While although cities have yet to participate in carfree day, Citizens are buying fewer cars, driving less, and getting fewer licenses across America each year. This gives researchers the idea that America is passed the peak driving level. American life has been integrated with cars from the time that the Model T was born. As the amount of jobs decrease, people just can not afford to buy cars. People in America have lost the general idea of a car and it's uses. Young adults in college have learned to use other ways of transport like carpooling with a friend, public transportation, or walking to the destination. The amount of people has dropped more than twenty percent and still continues to drop. This incipient stage of American life has implied the idea of alternatives to multiple motored vehicles.

Cities all around the world are deciding to practice their own car free day and are decreasing the use of cars altogether. The practice of carfree day has caused parks to initiate, sidewalks to be prepared repaired, cut traffic, give joy to the people, and overall diminish air pollution.",0,human_kaggle,essay,essay_040,Four-Day School Week,"Write an argumentative essay on 'Four-Day School Week'.\n\nYour essay should:\n- Discuss the following aspects: student burnout, childcare burdens for parents, district budget savings, academic performance\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",725,42,17.26,,808,False
human_essay_041_essay0,"The advantages of limiting car usage would be less pollution, less traffic, and less money involved. For example, in the German suburbs, large garages that are at the end of development where a carowner buys a space, for 40,000, along with a home. So cut down cost on that Germany people have given up their cars.

Street parking, driveways and home garages are generally forbidden in this experimental new district on the outskirts of Freiburg, near the French and Swiss borders. That doesn't mean that car ownership is not aloud but there is only two places to park, large garages and homes. This cuts down on money costs for Germany by a long shot because with no cars then people don't have to spend money on gas, and Germany's streets will be safe without the cars messing up the roads and less car accidents will occur. Although critics may say that it will be difficult for people to get around, it stands that people are just happier this way. For example, Heidrum Walter is a media trainer and a mother of two says, ""when I had a car I was always tense. I'm much happier this way."" In Paris, they enforced a partial driving ban to clear the air of the global city, after days of nearrecord pollution. Motorists with evennumbered license plates were ordered to leave their cars at home or suffer a 22euro fine 31. Same for the oddnumbered plates the following day. Almost 4,000 drivers were fined. Which is an effective way to lessen pollution in Paris since it is so polluted in the first place. They also said it was easier to imagine than a carfree ChampsElysees. Doing this got them great results as well, congestion was down 60 percent in the capital of France after five days of intensifying smog, which is rivaled by Beijing, China for being known as one fo the most polluted cities in the world. The smog was cleared enough on Monday for the ruling French party to recind the ban for oddnumbered plates on Tuesday.

In Bogota, Colombia millions of Colombians hiked, biked, skated or took buses to work during a carfree day. Which left the Colombian streets devoid of traffic jams. Traffic jams are pretty annoying and no one wants to go through them so making up a day like this is extremely good for the environment and for your phyci as well. If people would violate this day they would get charged 25 fines. Carlos Arturo Plaza, a businessman said, ""It's a good opportunity to take away stress and lower air pollution,"" so doing this day it would make people more relaxed and happy but also be good to the enviroment just like in Germany.

In the end of the day, it is important to know that all of these things these countries are doing are for the good of the world. It is good that it is more of a mandatory participation then a optional objective so that people won't take global warming seriously even though it is.",0,human_kaggle,essay,essay_041,Universal Pre-K Programs,"Write an argumentative essay on 'Universal Pre-K Programs'.\n\nYour essay should:\n- Discuss the following aspects: early childhood development, maternal workforce participation, educational inequality, public funding\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",509,24,21.21,,570,False
human_essay_041_essay1,"Limiting car use can help us live better lives. The terrible smog that harms the environment called pollution is caused by the excessive use of vehicles in communities. I believe limiting car use can help us reduce pollution, more accessibility to public transportation, and helps you save money. Reducing the use of vehicles can help the environment. Join in and make the world a better place, literally.

With less cars being used in communities the risk of pollution can be decreased. When you don't use your car you help the environment. People use cars to go to places they can easily walk to, but they don't. Some people don't even care about the environment or if they harm it. By reducing the car use in many communities pollution can be greatly reduced.

Public transportation is cheap and quick. Using more public transportation helps you save money and helps the environment. Pollution can be reduced by just taking the bus instead of your own car. According to ""Carfree day is spinning into a big hit in Bogota"" by Andrew Selsky more people tend to get the initiative to take public transportation. You don't have to do something extraordinary to help the environment, maybe all you need to do is take the bus.

People tend to buy less cars if you limit car usage. The less cars you buy means the more money you save. According to ""The End of Car Culture"" by Elisabeth Rosenthal a study found that driving by young people decreased 23 percent between 2001 and 2009. The people who drove less between that time must have saved lot of money on gasoline. When you don't use your car as much it ends up benefiting everybody.

By limiting the usage of cars the environment benefits a great deal. Pollution can be reduced to a point where it causes minimal harm if everybody decides to pitch in. Transportation will receive more funding. You will be able to save plenty of money on gas and use it for whatever other purpose you may need it. In conclusion, car usage should be reduced so that everyone may benefit from it.",0,human_kaggle,essay,essay_041,Universal Pre-K Programs,"Write an argumentative essay on 'Universal Pre-K Programs'.\n\nYour essay should:\n- Discuss the following aspects: early childhood development, maternal workforce participation, educational inequality, public funding\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",358,25,14.32,,398,False
human_essay_041_essay2,"Now and days, our world has transformed from using simple transportation to one source: the automobile. However, recent studies have shown our slow progression for the past years, discovering other ways of getting to point A to point B by having programs, reducing pollution and smog along the way, and living in an affordable economy.

To begin with, cities in our world have proven to be ""carfree cities"" by allowing programs to show other ways of transportation and reducing pollution and smog along the way. In Bogota, Colombia, a program where it is ""a car free day"", millions of colombians hike, bike, skate, or take buses to work and as Enrique rivera mentions in source 3, ""It's a good opportunity to take away stress and lower air pollution paragraph 24"". Colombia has been hosting this program since the 1990's and it has spread around the world the influence Colombia has done is beyond incredible. Although the program is not held everyday, it impacts the world slowly. Also, in source 2, the usage of car in France has decreased drastically because of the ""intensifying smog paragraph 14"". Because their tax policy ""favors diesel over gasoline paragraph 16"", they're required to use diesel, but the French decide to rebel to save the environment, in result causing delivery companies to complain. Although, because the French did use less cars it made the smog clear up. In all, programs such as the one held in Colombia influence all arts of the world with showing other ways of transportation and even saving the environment.

In addition, the world continues to reduce the use of cars because it becomes more affordable to the people. When the economy crashed in the United State's, people relied on their cars, until they realized it was too expensive to pay gas, pay parking, but needed an alternative and as it says in source 4, ""people who stopped car commuting as a result of the recession may find less reason to resume the habit...paragraph 36"". People do not want to go back to a car based economy. They're finding other affordable sources. Not only does the usage of cars affect people financially, but also emotionally. In Vauban, Germany, as a result of forbidding street parking, house garages and fee's, 70 percent of the famalies do not own cars and Heidrun Walter, a mother of two, who usually bikes, expesses herself about the situation in source 1, ""When I had a car I was always tense. I'm much happier this way,"". Clearly, the use of less cars result in a finacial plus and an emotional change as well.

In conclusion, ""car free days"" are much more effective in a way that demonstrates the world other options of transportation, an opportunity to save the enoviroment, and an affordable economy to all.",0,human_kaggle,essay,essay_041,Universal Pre-K Programs,"Write an argumentative essay on 'Universal Pre-K Programs'.\n\nYour essay should:\n- Discuss the following aspects: early childhood development, maternal workforce participation, educational inequality, public funding\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",469,19,24.68,,554,False
human_essay_041_essay3,"Everyday a great many people drive their cars to commute to work, run errands, and sometimes drive their cars for career related purposes. Little do they know that the greenhousee gas emissions that their automobiles create are damaging the environment and creating large amounts of pollution in metropolitan areas. To help reduce the gas emmisions caused by automobiles many countries around the world have created programs and communities that are designed to lessen the amount of car usage in the areas that they are employed in. In doing so they have reduced the amount of greenhousee gasses in Earth's atmosphere along with producing many other benefits.

Of all the advantages of limited car usage the most attractive one would definetely have to be reduced pollution and greenhousee gas emissions. Not only will people save money on fuel in communities that forbid the usage of cars but they will save the planet as well. According to the article ""In German Suburb, Life Goes On Without Cars"" by Elisabeth Rosenthal ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some carintensive areas in the United States."" The information shows that a large amount of gas emissions can be produced by automobiles. Assume that there were a lot of cities that had incredibly low rates of car usage. If those city's greenhouse gas emission levels were compared to those of an average car filled city then it would be logical that the carfree city produced less greenhousee gasses.

Another positive change that has the ability to happen in cities and communities that limit their car usage is that municipal development can occur. When people start to use cars less and less then businesses would most likely move to more accessible locations which in turn may give the businesses more customers. Due to the increased business in certain stores, stores from different companies will likely move in to areas in and around the one the other businesses reside in to drum up their sales as well. The article ""Carfree day is spinning into a big hit in Bogota"" supports my statement in the with the sentence, ""Parks and sports centers have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks rushhour restrictions have dramatically cut traffic and new restaurants and upscale shopping districts have cropped up."" The sentence shows the correlation between lessening car usage and municipal development.

In the end, the advantages of limiting car usage are as bountiful as fish in the ocean. From lessening the amount of pollution in cities to aiding the development of cities, limiting car usage can do great things.",0,human_kaggle,essay,essay_041,Universal Pre-K Programs,"Write an argumentative essay on 'Universal Pre-K Programs'.\n\nYour essay should:\n- Discuss the following aspects: early childhood development, maternal workforce participation, educational inequality, public funding\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",447,17,26.29,,484,False
human_essay_041_essay4,"Cars are a luxury, but others take them for granted. Many people around the world operate cars every single day! Very few people around the world do not own a car, or have never operated one. In Vauban, Germany, residents of an upscale, high class community have decided to give up on cars. vaughn's streets are entirely ""carfree"" except the in the city where the tram to downtown Freiburg runs, and a few streets on one edge of the community. Don't get Germany wrong, you are allowed to own a car, but there's very few places to park the car you own. The only placed you can park are large garages at the end of your neighborhood or development, but parking isn't free here. You must buy a space for 40,000, along with the price of your home. 70 percent of vaughn's citizens do not own cars, and 57 percent alone sold their car to move there. ""When I had a car I was always tense. I'm much happier this way,"" said Heidrun Walter, a media trainer and a mother of two. Vauban, Germany completed in 2006, is an excellent example of a growing trend in Europe, the United States, and other places to separate suburban life from auto use, as a component of a movement called ""smart planning."" According to Elisabeth Rosenthal who wrote, ""In German Suburb, Life Goes On Without Cars."" Cars can either be a blessing or a mistake. Cars can tend to put out polluting gases, and endanger our earth. In Paris, all driving was banned due to smog. On a Monday, motorisits with evennumbered license plates were ordered to leave their cars at home or suffer a 31 fine. The same would apply to the oddnumbered plates the following day. The car emissions were trapped by a warmer layer of air, because of cold nights and warm days. Congestion in Paris, France wa down 60 percent after just fivedays of intensifying snog. This caused the smog to rival Beijing, China, which is known as one of the most polluted cities in the world. That's pretty bad to be competing with China. The Monday where all cars were banned, the smog cleared enough for the ruling French party to rescind the ban for oddnumbered plates the following day.

Now, what about a car free day? In Bogota, Colombia, there was a car free day. Every citizen either had to hike, bike, skate, or take buses to work during this carfree day. This car free day caused the city to not have any traffic jams, and no accidents at all. This isn't just the first year that Colombia decided to do this, but it was the third! This day is specifically called, ""Day Without Cars."" 7 million citizens were expected to find a different way to go to the destinations they needed to reach, without their trusty cars. Bogota receives a vast amount of rain storms each day, but the turnout was still at large. ""The rain hasn't stopped people from participating,"" said Bogota Mayor Antanas Mockus. Many citizens of Bogota said that this day takes away not only their stress, but also a ton of pollution. ""It's a good opportunity to take away stress and lower air pollution,"" said businessman Carlos Arturo Plaza as he and his wife rode a twoseat bicycle.

Almost every single citizen in the United States of America owns or drives a car every single day. This has left researchers pondering a fundamental question: Has America passed the peak of driving? The United States is known for its broad expanses and suburban ideals, and has long been known for one of the world's prime car cultures. It is indeed the birthplace of Model T the home of Detroit the place where Wilson Pickett immortalized ""Mustang Sally."" Lately America's love addiction with motor vehicles seems to be settling down. As of April 2013, the number of miles driven per person was nearly 8 percent below the peak and equal to where the country was in January 1995. Most of the explanation to this certainly comes from recession, because broke Americans could not afford new cars, and the unemployed weren't going to work anyway. ""What most intrigues me is that rates of car ownership per household and per person started to come down two to three years before the downturn,"" said Michael Sivak, who studies the trend and who is a research professor at the University of Michigan's Transportation Research Institute. ""I think that means something more fundamental is going on,"" he also said. All of these changes, people who stopped car commuting as a result of the recession need to find reasons NOT to resume the habit of driving and spending stupid amounts of money on gasoline. The state of New York has a new bikesharing programs and its skyrocketing bridge and tunnel tolls refelct those new priorities, as do a proliferation of carsharing programs across the nation. A study last year found that driving by young people decreased 23 percent between 2001 and 2009.

Many people around the world have cut driving out of their life for many reasons. Some being safety, money, and pollution.",0,human_kaggle,essay,essay_041,Universal Pre-K Programs,"Write an argumentative essay on 'Universal Pre-K Programs'.\n\nYour essay should:\n- Discuss the following aspects: early childhood development, maternal workforce participation, educational inequality, public funding\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",862,48,17.96,,999,False
human_essay_042_essay0,"There are few people who can can imagine living a full life in this generation without these glorified metal boxes with wheels attached to them even fewer set living a life similar to that as a goal. The advantages of limiting the amount of cars being used are surprisingly unique due to the dwindling amount of disadvantages there are. Some of these advantages include reduction in greenhouse gas emissions and that there will be a reduction in smog. It is always nice to see humanity band together, willingly or forcefully, to work for a common good.

Let us begin with the most pressing issue: preserving the environment. Studies have shown that nearly ""12 percent of greenhouse gas emissions in Europe...and up to 50 percent in some car intensive areas in the United States."" come from passenger cars Rosenthal 1, 5. Reducing these greenhouse gases, which pose a threat to the Earth's atmosphere, would be an improvement, although slow, still an improvement nonetheless. While this would not be the immediately noticeable of changes, making an effort to cleanse our cities of pollution would be.

Moving on, some places have taken this matter into their own hands, matters that some would describe as extreme. Paris, France is one of these examples, ""enforcing a partial driving ban to clear the air of the global city...motorists...ordered to leave their cars at home or suffer a 22euro fine..."" Duffer, 1011.It is pleasant to see a city taking this matter into their own hands. This ban, though, did spark an uproar on the Internet, but it did die down. Many approaches to cleansing cityair have been drastic, but others such as in Columbia, had some sort of event where ""the goal is to promote alternative transportation and reduce smog."" Selsky, 21. This did allow a public freedom, despite there still being a fine in place. The remarkable fact of this is that even though cars are being banned, a large portion of the targeted population actually do not mind the change, even ""the rain hasn't stopped people from participating""Selsky, 23.

Suprisingly enough, this carban revolution is still going on today. Many more people are starting to realize the benefits to the ban. Elisabeth Rosenthal, in her article ""The End of Car Culture"" even adds in that many ""sociologists believe...it will have beneficial implications for carbon emissions and the environment...""34. This simply furthers the ideal that humanity as a whole CAN see a chance to change, wants to desperately do so, and WILL do so...eventually.",0,human_kaggle,essay,essay_042,Ban on Targeted Digital Advertising,"Write an argumentative essay on 'Ban on Targeted Digital Advertising'.\n\nYour essay should:\n- Discuss the following aspects: user privacy, free internet economic model, small business marketing, filter bubbles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",424,20,21.2,,494,False
human_essay_042_essay1,"The Electoral College basically serves as a filter for the votes of every individual American citizen. Every single vote that comes from citizens is a vote for somebody else who will be voting for the president, not the candidates themselves. The Electoral College is flawed to the point where the most logical way to vote would be to base presidential elections off of popular votes.

The Electoral College encourages the presidents who are running for office to avoid campaigning towards states with a smaller amount of electoral voters. If the president is determined by the most electoral votes, it would make sense that the president would campaign towards larger states with more electoral voters such as California, Texas, and Florida. Why would they spend time trying to appeal to some of the smaller states? This can lead to some states not even seeing the candidate. Infact, during the 2000 election, voters in the 25 largest media markets did not witness any campaign advertising.

The Electoral College's process of voting suppresses the voice of every citizen. The balance between smaller and larger states comes into play here as well. Take Florida for example, a state with 29 total electoral votes. If the mass majority of Florida votes for a certain set of electors, the minority votes for the other ones would not matter at all, as the electors speaking for that certain fraction of the population would not elected. With popular voting, each and every vote would matter towards electing a president. The number of minority votes would directly apply to the outcome of the president.

The Electoral College and the electors should not be the voice of the country. The voice of the people should be heard, especially when it comes to presidential elections. Popular voting is the most fair and rational method of voting. The Electoral College is best off forgotten as a voting system.",0,human_kaggle,essay,essay_042,Ban on Targeted Digital Advertising,"Write an argumentative essay on 'Ban on Targeted Digital Advertising'.\n\nYour essay should:\n- Discuss the following aspects: user privacy, free internet economic model, small business marketing, filter bubbles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",316,18,17.56,,346,False
human_essay_042_essay2,"There are many advantages to limiting car usage aroung the world. When it comes to our economic problems cars are producing more and more pollution and destroying our OZone layer. Many different countries are making differences by having car free cities where you only have few cars or none and creating a safer street for the people and cleaning up and repairing the sidewalks. Paris has a lot of Diesel fueled cars and the pollution got so bad they had to ban cars for a couple days to be able to clear the air because how bad the smog was getting and anyone who didn listen to this rule was fined and if were caught driving had the opportunity to get their car impounded and towed away. The United States also have the same problems when you look at the statistics car usage is dropping in the U.S even though the population is growing. Even though this is benefitting the economy there is still a lot of pollution occurring.

Source A shows us that in this experimental area ""Vauban"" almost everyone has given up their cars to live in this suburban location. ""vaughn's streets are completely car free"" according to author Elisabeth Rosenthal. She claims to have become a lot less stressful when she gave up her car to live in this area. She says that in Vabuan there is a lot less cramp and not much traffic at all because of the car free streets. Now everyone rides bikes around to get to places or even just walk, because of this the sidewalks were all repaired when the experiment was started and made everything presentable. Also when this experiment was completed in 2006 Businesses were opened just walking distances away from residents, so that people would be comfortable living in this town. Source A shows that private owned cars are choking cities because of all the fumes that are being created by cars and trucks and all motored vehicles. Passenger cars are responsible for more than half of all Greenhouse emissions in the united states, and since there is a lot of Greenhouse fumes being created the environmental Protection Agency in the U.S. is promoting car reduced communities. Yes, it is only one small way to change how the future of our world is going to be but it will make a change.

In Paris, France there was a temporary car ban because of how bad the situation was getting. A smog was created and covering all the skies and was a frightening view to see. So the government went on and created a ban with specific rules. On one day the Cars with even numbered license plates would not be allowed to be driven and on the next day it would be odd numbered license plates were the ones that weren't allowed to be driven. If any person were to disobey this law and take the car out of their homes and caught by an official they would be fined and have the vehicle towed and impounded. Causing the person to have to spend more money and get the car back. This ban was eventually lifted as the skies cleared and everything went back to normal. Bogota has a car free day every year which is set to be a day where everyone walks aroung or ride bikes, skate, or hiked around everywhere all for the ecosystem to be able to recover at least for 24 hours. Because of this one day, bycicle lanes have been created and sidewalks have also been repaired. Making it a safe place for people to be able to get around. This is a very effective way of recovering the damage that was once done by the cars that our own people use.

In the United States studies show that all though the population is increasing car usage is dropping and not as many cars are being bought and used like before. studies also show that as every year passes less and less americans are getting licenses and buying cars. Some may say that it is because of the economic problems a lot of the Americans are going through with the money limitations or if it is just a personal choice. Either way car reduction means less pollution and it is all benefitting our planet. According to source 4 as of 2013 the number of miles driven per person is 9 percent below the peak which almost ties the amount of miles driven per person in 1995 when a lot less people were even alive.

All in all Car reduction programs and bans on cars on certain days all benefit the OZone layer and should be done annually to be able to help our ecosystem. This is a very effective method to use and I feel as if all of the world should adopt this ideology and use it as it has statistically shown effectiveness.",0,human_kaggle,essay,essay_042,Ban on Targeted Digital Advertising,"Write an argumentative essay on 'Ban on Targeted Digital Advertising'.\n\nYour essay should:\n- Discuss the following aspects: user privacy, free internet economic model, small business marketing, filter bubbles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",820,33,24.85,,869,False
human_essay_042_essay3,"How often do you ride in a car? Do you drive a one or any other motor vehicle to work? The store? To the mall? Have you ever thought about how many people in the world do that exact same thing travel to every destination using a fuel powered motorvehicle. Not many people realize the intensive damage that they're doing when they turn their key in the ignition. What if you didn't drive to work today? If you're like any regular car user, the thought ""What?! I could never survive without my car!"" may run through your mind. It is possible though, to live without your main mean of transport. Just look at cities like cuban, Paris, and Bogota each one has in some way restricted their people's usage of cars and they actually enjoy it! If you limit your car usage, it can intern result in many advantages and benefits in yourself and in your community.

A not so recognized benefit to giving up your car usage would be the positive consequences it has on your health. In source 1, Heidrun Walter states that ""When he had a car, he was always tense. He's much happier without it."" Think about it, imagine all the angry road rage you experience while driving. That surely does not have a positive effect on your mood or health. Driving takes a copious amount of focus and mental activity, such as, trying to navigate, dealing with bad drivers, etc., that after a short period of time, you're stressed out and tired. In cities like New York and Paris, the population is high. This leads to congestion in the streets and excessive amounts of pollution. Warm layers of air, according to Robert Duffer in ""Paris bans driving due to smog,"" traps the car emissions. How is that healthy? He also states that Paris had to enforce a temporary driving ban after the pollution levels reached an all time record. After a few days of less driving the pollution went way down. Since people aren't driving, they have to find other means of transport. This could include walking, biking, or skating to destinations. Those are all physical excercises! Your body is getting to work out and you'll mentally feel fresher more than you would sitting in a car.

Taking a break from driving also can help with the overall look of your city. Pollution doesn't cause the flowers to grow. It certainly doesn't smell nice. It sets a filter over the town and gives off a ""dirty"" vibe. With less driving, there is less nasty pollution being emitted, therefore leading to a cleaner community. In Elisabeth Rosenthal's article, ""In German Suburb, Life goes on Without Cars,"" she gives the good point that since there is a restriction on car and motor vehicle transportation, there is going to be more walkers. If you have tons of people taking the sidewalks instead of the roads, you might need a few more pathways and closer stores that are in walking distance. Andrew Selsky states that ""Parks and sports centers have bloomed throughout the city uneven pitted sidewalks have been replaced by broad, smooth sidewalks... and new restaurants and upscale shopping districts have cropped up."" As stated previously, pollution is not benefiting the environment. Organizations such as the Envronmental Protection Agency in the U.S., are promoting ""car reduced"" communities, says Rosenthal. These communities have far less pollution and are much cleaner. Cities are also promoting this idea and are having days devoted to ""nocar driving."" In Bogota, Colombia, they hold an anual ""carfree"" day where only buses and taxis are permitted. Any other drivers would be fined. Although fining someone for using a posession they own might ruffle some feathers, it did have a successful turn out and significantly reduced the ""smog."" In conclusion, although the idea of giving up our precious automobiles for walking to our destination might sound impossible, it's not. Reducing our driving can lead to many benefits and advantages in our daily lives. These include an increase in health, an improved look to our cities, and an improved environment all around us.",0,human_kaggle,essay,essay_042,Ban on Targeted Digital Advertising,"Write an argumentative essay on 'Ban on Targeted Digital Advertising'.\n\nYour essay should:\n- Discuss the following aspects: user privacy, free internet economic model, small business marketing, filter bubbles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",684,47,14.55,,805,False
